mean_fpktl,std_fpktl,mean_fiat,std_fiat,fpkt_rate,fbyte_rate,class
1491,107,12145,47749,8.21149E-05,0.122499422,scp
43,61,192922,293084,8.77553E-07,3.83651E-05,HTTP
1498,52,7583,18574,0.000131698,0.197291747,scp
1489,94,3104,12317,0.000302525,0.450511453,scp
1476,163,3726,11659,0.000264227,0.390255743,scp
71,1,736928,227146,2.72263E-08,1.95179E-06,DNS
1491,107,12162,47756,8.20008E-05,0.122334774,scp
43,61,193056,292607,8.78675E-07,3.83875E-05,HTTP
1498,52,7595,18584,0.000131503,0.196996076,scp
1489,93,3105,12287,0.000302937,0.451143084,scp
1476,163,3722,11622,0.000264562,0.390755782,scp
71,1,736928,227146,2.76835E-08,1.9853E-06,DNS
1491,106,12182,47787,8.18754E-05,0.122154857,scp
43,61,193700,293026,8.79317E-07,3.83916E-05,HTTP
1498,52,7607,18597,0.00013129,0.196676013,scp
1489,93,3105,12259,0.000303448,0.451911217,scp
140,180,46407,36547,2.27451E-05,0.00320108,sftp
64,6,122822,136764,2.54938E-06,0.000165317,DNS
1485,128,2130,8879,0.000469475,0.697543327,sftp
1479,157,7658,34864,0.000130631,0.193269596,sftp
121,169,122270,190041,2.71413E-06,0.00032841,sftp
1442,253,4512,23709,0.000169493,0.244482567,sftp
65,6,131243,125328,1.2379E-06,8.12373E-05,DNS
1488,111,2918,13047,0.000342715,0.510156913,sftp
1484,134,7840,35295,0.000127577,0.189406952,sftp
127,156,167136,220154,2.49737E-06,0.000317934,sftp
1451,231,3585,18970,0.000241079,0.34986588,sftp
66,6,149812,150337,1.04485E-06,6.90647E-05,DNS
1490,101,3334,13890,0.000299954,0.447055344,sftp
121,151,162175,216682,1.26099E-06,0.000153751,sftp
1490,106,6844,32153,0.000146131,0.21778743,sftp
1442,253,3394,16941,0.00026651,0.384377938,sftp
1480,151,3467,14227,0.000288447,0.42714087,sftp
1492,95,6985,32634,0.000143174,0.213663649,sftp
1447,241,3086,15265,0.000299784,0.43395452,sftp
1484,138,3622,13804,0.00027604,0.409681619,sftp
1493,86,7114,33244,0.000140476,0.209814796,sftp
1450,233,2932,14431,0.000320665,0.465232853,sftp
66,6,144497,141566,3.96493E-07,2.63581E-05,DNS
1486,127,3712,13424,0.0002694,0.400477035,sftp
147,162,83285,60020,8.92067E-06,0.00131446,sftp
1491,102,7343,34163,0.000136187,0.203119829,sftp
1452,228,2821,13851,0.000336547,0.488931222,sftp
66,5,143374,138144,4.45665E-07,2.97275E-05,DNS
1488,118,3764,12959,0.000265664,0.395406154,sftp
1479,161,8167,36468,0.000122443,0.181101892,sftp
1454,224,2716,13427,0.000351962,0.511843385,sftp
1490,109,3701,12449,0.00027015,0.402523864,sftp
1480,154,8253,36618,0.000121169,0.179439207,sftp
1454,222,2742,13311,0.00035042,0.509833025,sftp
1453,239,5399,24507,0.00018532,0.269273484,sftp
67,5,141540,130506,4.15441E-07,2.7859E-05,DNS
1490,105,3839,12453,0.000260434,0.388237485,sftp
1482,150,8548,37705,0.000116985,0.173378772,sftp
1455,222,2841,13501,0.000339913,0.494600953,sftp
1469,191,3907,16665,0.000255756,0.375769065,sftp
1491,102,4041,12761,0.00024742,0.368963175,sftp
1482,147,8778,38360,0.000113928,0.168941738,sftp
1455,220,2931,13689,0.000330516,0.481131381,sftp
1472,178,3592,14200,0.000278394,0.410033407,sftp
1491,100,4227,13074,0.00023654,0.35284378,sftp
1483,144,9004,39194,0.000111061,0.164763443,sftp
1456,219,3011,13828,0.000322676,0.469835108,sftp
1474,174,3421,12915,0.000292186,0.430741248,sftp
1492,97,4401,13222,0.000227156,0.338933806,sftp
1484,141,9184,39648,0.000108884,0.161599449,sftp
1456,218,3078,13962,0.000316366,0.46070914,sftp
1474,172,3332,12077,0.000300076,0.442530239,sftp
1492,95,4558,13432,0.000219358,0.327378554,sftp
1484,142,9332,40081,0.000107156,0.159039515,sftp
1457,215,3172,13961,0.000307637,0.448426833,sftp
1474,172,3236,11350,0.000308732,0.455341106,sftp
1492,93,4683,13472,0.000213496,0.318705174,sftp
1484,139,9484,40656,0.000105398,0.156494066,sftp
1459,209,3235,13971,0.000302151,0.441000018,sftp
1475,170,3198,10829,0.000312615,0.461192241,sftp
1493,91,4809,13555,0.00020787,0.310369452,sftp
1485,137,9613,41101,0.000103967,0.15441312,sftp
1460,207,3286,13997,0.00029797,0.435120037,sftp
1475,170,3177,10587,0.000314736,0.464369614,sftp
1493,89,4924,13696,0.000203001,0.30315756,sftp
1485,134,9745,41440,0.00010256,0.152394598,sftp
1460,208,3325,14058,0.000294837,0.430504552,sftp
1475,170,3165,10473,0.000315859,0.466004434,sftp
1493,88,5036,13912,0.000198544,0.296544309,sftp
1486,132,9843,41765,0.000101597,0.151007378,sftp
1459,209,3358,14127,0.000292262,0.426677126,sftp
1475,171,3169,10457,0.000315506,0.465432409,sftp
1493,86,5135,14033,0.000194697,0.290845538,sftp
1486,129,9925,41913,0.00010072,0.149753941,sftp
1459,208,3388,14194,0.00028997,0.423333805,sftp
1475,170,3165,10412,0.000315638,0.465685997,sftp
1494,84,5227,14209,0.000191311,0.285829436,sftp
1487,129,10056,42339,9.94469E-05,0.147878334,sftp
1459,208,3416,14231,0.000287879,0.420282655,sftp
1475,169,3156,10303,0.000316858,0.467536427,sftp
67,5,142839,126136,1.87311E-07,1.25904E-05,DNS
1494,83,5314,14303,0.000188084,0.28104662,sftp
1487,128,10140,42628,9.86175E-05,0.146658016,sftp
1475,170,3152,10287,0.000317206,0.468028837,sftp
1459,209,3446,14290,0.000285536,0.416792903,sftp
1494,81,5397,14402,0.000185232,0.276820995,sftp
67,5,142003,123857,1.95007E-07,1.31255E-05,DNS
1487,126,10210,42839,9.79451E-05,0.145692992,sftp
1475,169,3148,10220,0.000317506,0.468524017,sftp
70,75,337643,207146,2.51582E-06,0.000177617,lime
72,78,398111,477270,1.74164E-06,0.000125398,lime
1459,209,3471,14322,0.000283739,0.414177403,sftp
1494,80,5479,14474,0.000182473,0.272728861,sftp
67,5,142003,123857,1.91557E-07,1.29157E-05,DNS
1487,124,10303,43153,9.70626E-05,0.144425524,sftp
1475,169,3147,10184,0.000317709,0.468840494,sftp
59,50,163704,222100,2.14959E-06,0.000128217,lime
67,69,407436,471657,1.09864E-06,7.39751E-05,lime
1459,210,3496,14374,0.000281931,0.411506812,sftp
1494,79,5556,14589,0.000179958,0.268996114,sftp
67,5,142003,123857,1.85915E-07,1.25561E-05,DNS
1487,124,10380,43348,9.63427E-05,0.143353331,sftp
68,6,162445,70340,6.2998E-06,0.000428387,DNS
1475,168,3149,10150,0.00031754,0.468616582,sftp
56,38,185565,348499,2.17206E-06,0.000121978,lime
64,62,407436,471657,8.33642E-07,5.36562E-05,lime
1459,210,3517,14418,0.000280376,0.409226549,sftp
55,38,186725,286685,4.97971E-06,0.000278292,lime
1494,78,5628,14761,0.000177661,0.265590287,sftp
67,5,142003,123857,1.77046E-07,1.19571E-05,DNS
122,191,66559,81177,1.28247E-05,0.001572635,HTTP
66,6,270800,274832,9.15353E-07,6.10426E-05,DNS
53,33,24323,55069,4.08129E-05,0.002194404,lime
54,30,115020,180430,8.69206E-06,0.000469815,lime
1459,211,3553,14528,0.000277728,0.405288127,sftp
53,26,160564,242073,5.46075E-06,0.000291211,lime
53,29,209506,295451,2.7541E-06,0.000148556,lime
1487,125,10444,43556,9.57461E-05,0.142462008,sftp
66,71,181615,181706,3.90578E-06,0.000257781,lime
78,107,49118,77008,2.15567E-05,0.001689804,HTTP
1495,77,5696,14886,0.000175558,0.262466894,sftp
62,57,407436,471657,7.11371E-07,4.43239E-05,lime
1475,168,3146,10121,0.000317846,0.469077822,sftp
93,139,72656,83420,1.51397E-05,0.001417624,HTTP
128,172,87243,97288,1.43278E-05,0.001836824,HTTP
124,206,54511,75904,1.5148E-05,0.00189014,HTTP
389,451,214240,241777,1.79525E-06,0.000698712,HTTP
68,8,256195,244268,7.98804E-07,5.44639E-05,DNS
53,28,28187,105776,2.43609E-05,0.001292188,lime
53,24,120118,236524,6.84823E-06,0.000363285,lime
1459,211,3580,14597,0.000275776,0.402375483,sftp
52,23,185016,374483,4.95121E-06,0.0002614,lime
107,158,39942,72737,2.36497E-05,0.0025537,HTTP
53,25,236024,542973,2.81654E-06,0.000150013,lime
1488,124,10516,43823,9.50943E-05,0.141509273,sftp
56,41,156180,305781,4.34431E-06,0.000243281,lime
113,166,43942,73983,8.40652E-06,0.000951213,HTTP
1495,77,5767,15037,0.000173386,0.259226116,sftp
61,54,407436,471657,6.1724E-07,3.77368E-05,lime
1475,169,3150,10187,0.000317367,0.468362334,sftp
389,451,214240,241777,7.02811E-07,0.000273534,HTTP
71,24,191635,130451,5.65309E-06,0.000404848,FTP
70,8,226133,181366,1.26755E-06,8.88438E-05,DNS
52,25,34217,119884,1.88635E-05,0.000991689,lime
52,20,120366,213814,6.56803E-06,0.000344549,lime
1458,212,3624,14887,0.000272569,0.397657363,sftp
52,22,184954,373333,3.91509E-06,0.000206532,lime
510,134,76388,142264,1.32144E-05,0.006748864,lime
53,24,292479,599363,2.51983E-06,0.000133803,lime
1488,124,10665,44426,9.37476E-05,0.139499389,sftp
54,33,167811,268268,4.13805E-06,0.000224383,lime
1495,76,5861,15442,0.000170602,0.255080962,sftp
57,43,352863,377755,7.94126E-07,4.5576E-05,lime
190,270,99451,85241,1.34068E-05,0.002547301,HTTP
1475,169,3181,10545,0.000314233,0.463680562,sftp
69,8,230015,180701,1.0599E-06,7.39628E-05,DNS
52,25,34533,115673,2.10448E-05,0.001111672,lime
54,35,119204,214429,6.62561E-06,0.000359488,lime
1458,212,3692,15493,0.000267631,0.390385762,sftp
58,93,32567,108780,3.09869E-05,0.001806253,HTTP
52,22,184336,368730,3.36074E-06,0.000176962,lime
533,90,63487,113607,1.58056E-05,0.008428048,lime
105,155,39942,72737,2.25234E-06,0.000238451,HTTP
52,24,338598,661642,2.27028E-06,0.000120234,lime
1487,125,10845,45070,9.22078E-05,0.137194354,sftp
52,26,162884,249768,4.90251E-06,0.000259638,lime
111,164,43942,73983,2.6045E-06,0.000290772,HTTP
1495,75,5982,16230,0.00016715,0.249932563,sftp
61,58,271382,306914,1.294E-06,8.01254E-05,lime
80,135,57475,128267,1.77612E-05,0.00142996,HTTP
144,221,99451,85241,3.03387E-07,4.36877E-05,HTTP
1475,169,3242,11308,0.000308364,0.455025692,sftp
105,155,39942,72737,2.24105E-06,0.000237255,HTTP
111,164,43942,73983,2.59474E-06,0.000289681,HTTP
174,296,77928,107384,1.53988E-05,0.002689648,HTTP
121,191,321084,350283,3.76955E-07,4.56115E-05,HTTP
211,240,166078,114326,5.5855E-06,0.001178541,HTTP
69,8,230015,180701,9.01347E-07,6.26532E-05,DNS
52,24,38690,125071,1.88189E-05,0.000990221,lime
53,31,127195,272772,6.61586E-06,0.0003547,lime
1458,213,3735,15678,0.000264648,0.385976345,sftp
110,174,33772,79878,2.48345E-05,0.002733406,HTTP
52,20,196036,410885,3.46616E-06,0.000181491,lime
536,81,62181,114253,1.5389E-05,0.008262177,lime
52,22,333961,654763,2.35155E-06,0.000123813,lime
1488,124,10938,45328,9.14199E-05,0.13603803,sftp
52,22,163567,286686,5.11729E-06,0.000268759,lime
1495,75,6066,16446,0.000164809,0.246433808,sftp
59,51,252016,294755,1.4777E-06,8.77111E-05,lime
143,203,52519,95999,1.6126E-05,0.00231843,HTTP
1475,169,3266,11437,0.000306027,0.451582291,sftp
69,8,230015,180701,7.23592E-07,5.01088E-05,DNS
52,25,40415,129634,1.80845E-05,0.000954709,lime
68,6,124000,44818,7.41906E-06,0.000504496,DNS
72,6,217728,36795,4.82781E-06,0.000347602,DNS
87,147,29546,49273,3.48407E-05,0.003064987,HTTP
53,32,125963,257443,6.82425E-06,0.000367383,lime
1458,214,3776,15856,0.000261889,0.381888076,sftp
113,177,34813,78309,2.24842E-05,0.002541245,HTTP
279,305,136037,130591,8.16771E-06,0.00227879,HTTP
52,19,197187,399663,3.30108E-06,0.000172454,lime
537,79,63960,112584,1.31663E-05,0.007075645,lime
240,293,135847,118432,8.03041E-06,0.001929976,HTTP
52,20,335785,633835,2.43935E-06,0.000127888,lime
1488,124,11031,45545,9.06316E-05,0.134873112,sftp
52,21,168691,288351,4.48202E-06,0.000234768,lime
1495,75,6151,16800,0.00016255,0.24306693,sftp
56,42,230253,280075,1.90811E-06,0.000108229,lime
73,7,151109,131054,5.69543E-06,0.000418614,DNS
137,201,48605,89926,1.60468E-05,0.002202373,HTTP
310,250,184262,176423,3.82351E-06,0.001186186,lime
1475,169,3290,11648,0.000303856,0.448395374,sftp
153,232,55585,76732,1.90485E-05,0.002923949,HTTP
143,221,77713,119812,3.06233E-06,0.000438985,HTTP
86,143,46496,111412,5.45733E-06,0.000469478,HTTP
79,97,21399,38369,4.73281E-05,0.003766479,HTTP
95,120,83640,102382,1.03292E-05,0.000989025,HTTP
156,252,66998,90873,1.1862E-05,0.001858372,HTTP
326,312,72270,68450,1.41193E-05,0.00460796,HTTP
69,8,230015,180701,6.28704E-07,4.35378E-05,DNS
52,24,41500,134165,1.65868E-05,0.000873362,lime
312,402,63861,80012,1.64418E-05,0.005135328,HTTP
53,29,125174,258523,6.78982E-06,0.000362905,lime
1458,214,3814,16049,0.000259395,0.378239104,sftp
200,312,132149,156563,8.408E-06,0.001686644,HTTP
397,313,96318,83458,1.10744E-05,0.004398615,HTTP
113,197,72368,112924,5.53375E-06,0.000629464,HTTP
53,34,194830,392756,3.4613E-06,0.000186252,lime
103,135,81140,75787,5.84715E-06,0.000602788,HTTP
538,75,66074,116984,1.32599E-05,0.007144874,lime
62,5,272171,258822,1.10015E-06,6.88694E-05,DNS
52,19,326162,617374,2.32144E-06,0.000121454,lime
352,447,97862,78132,1.10045E-05,0.003883001,HTTP
1488,123,11145,46059,8.97056E-05,0.133509801,sftp
62,6,260559,269142,4.1868E-06,0.000260279,DNS
54,37,174384,301876,4.39649E-06,0.000239982,lime
138,209,123757,80531,1.01004E-05,0.001401932,HTTP
358,314,87620,79748,4.54895E-06,0.001632619,HTTP
1495,74,6237,17035,0.000160318,0.239739281,sftp
377,134,85744,39710,1.20945E-05,0.004568271,HTTP
142,240,101761,90903,1.17923E-05,0.001676471,HTTP
55,39,238955,318616,2.00061E-06,0.00011184,lime
68,11,389160,168159,2.66374E-06,0.0001822,DNS
151,235,59402,73291,5.59086E-06,0.000847456,HTTP
356,244,152737,156613,4.96112E-06,0.001766403,lime
1475,169,3324,11921,0.000300708,0.44375446,sftp
252,189,59072,48396,1.73132E-05,0.004372931,HTTP
135,238,48326,72944,1.68031E-05,0.002273218,HTTP
159,370,63772,86510,2.75046E-06,0.000438149,HTTP
320,311,72270,68450,5.96993E-06,0.001916231,HTTP
52,24,44282,174160,1.47663E-05,0.000777027,lime
53,29,131005,283404,6.31584E-06,0.000336841,lime
1457,215,3845,16176,0.000257403,0.375267957,sftp
153,342,20017,35998,5.23348E-05,0.008014368,HTTP
376,314,96318,83458,2.61771E-06,0.000986569,HTTP
110,194,72368,112924,2.65927E-06,0.000294647,HTTP
57,51,198056,402736,3.27304E-06,0.000188296,lime
540,70,71573,125368,1.25426E-05,0.00677711,lime
52,19,336853,657622,2.21508E-06,0.000115788,lime
1488,122,11224,46252,8.90854E-05,0.132608202,sftp
62,6,260559,269142,2.11651E-06,0.000131576,DNS
291,474,62270,58071,2.14119E-05,0.006246922,HTTP
54,35,187697,369474,4.23521E-06,0.000230014,lime
157,231,76880,65827,3.9236E-06,0.000617575,HTTP
344,313,87620,79748,2.22559E-06,0.00076624,HTTP
1495,74,6304,17246,0.000158612,0.237198476,sftp
288,184,65282,47829,1.54712E-05,0.004461388,HTTP
64,7,229419,65959,4.88451E-06,0.000314237,DNS
55,36,234777,332126,2.12961E-06,0.000117547,lime
92,179,21088,37113,4.9916E-05,0.004614736,HTTP
146,229,59402,73291,3.35601E-06,0.000491991,HTTP
354,244,161825,175016,4.3385E-06,0.001539111,lime
61,5,354987,81726,1.68629E-06,0.000104128,DNS
1475,169,3355,12076,0.000297981,0.43974375,sftp
270,187,58969,45768,1.7112E-05,0.004623161,HTTP
142,240,101761,90903,3.88702E-07,5.52604E-05,HTTP
138,209,123757,80531,3.23709E-07,4.49308E-05,HTTP
200,312,132149,156563,6.20381E-07,0.000124448,HTTP
331,312,87620,79748,1.08582E-06,0.000359408,HTTP
358,314,96318,83458,8.88341E-07,0.000318766,HTTP
142,225,59402,73291,1.04386E-06,0.000148328,HTTP
315,310,72270,68450,2.47911E-06,0.000782921,HTTP
139,211,76880,65827,4.67992E-07,6.54408E-05,HTTP
313,429,97862,78132,9.49881E-07,0.000298025,HTTP
288,391,63861,80012,1.36533E-06,0.000394107,HTTP
108,190,72368,112924,1.23484E-06,0.000133458,HTTP
52,24,45375,176118,1.30992E-05,0.000689119,lime
53,29,133995,284802,5.6588E-06,0.000301594,lime
1457,215,3879,16321,0.000255209,0.372069345,sftp
236,215,101032,81596,1.04477E-05,0.002468953,HTTP
138,208,70816,79770,1.76513E-05,0.002435873,HTTP
56,47,196636,378582,3.50657E-06,0.000198136,lime
541,67,64704,111746,1.40977E-05,0.007631893,lime
52,19,335603,656364,2.04169E-06,0.00010667,lime
1488,120,11311,46547,8.83919E-05,0.131599152,sftp
54,35,188839,368683,3.76251E-06,0.000204107,lime
1495,73,6381,17502,0.000156674,0.234314026,sftp
162,188,74319,79196,1.39936E-05,0.002276655,HTTP
63,7,217740,50838,4.33576E-07,2.73153E-05,DNS
59,55,233602,320038,2.23252E-06,0.000131795,lime
361,242,168636,177543,4.033E-06,0.001459456,lime
1475,169,3375,12246,0.000296212,0.437128949,sftp
110,176,70816,79770,6.92076E-07,7.61284E-05,HTTP
153,184,74319,79196,2.23382E-06,0.000343848,HTTP
217,212,101032,81596,1.67496E-06,0.000364502,HTTP
52,27,45032,172083,1.27377E-05,0.000673664,lime
100,152,70100,81863,1.66428E-05,0.001678542,HTTP
53,28,134764,285048,5.19917E-06,0.000276983,lime
1457,215,3909,16468,0.000253276,0.369256422,sftp
147,252,83693,75358,1.4338E-05,0.002110083,HTTP
55,44,194079,362249,3.69159E-06,0.000205875,lime
542,63,60578,102511,1.52392E-05,0.008265948,lime
52,18,343345,658694,1.91166E-06,9.98268E-05,lime
1488,120,11392,46880,8.77821E-05,0.13070524,sftp
54,35,193885,373117,3.42941E-06,0.000185832,lime
1495,73,6449,17707,0.000155036,0.231863937,sftp
58,54,235719,314667,2.17414E-06,0.000127403,lime
361,242,168992,177037,3.55308E-06,0.001283661,lime
1475,169,3390,12332,0.000294833,0.435092398,sftp
52,25,43848,162048,1.402E-05,0.000737554,lime
93,142,70100,81863,1.51135E-06,0.000140934,HTTP
53,28,134764,285048,4.73464E-06,0.000252113,lime
1457,215,3940,16648,0.000251344,0.366419075,sftp
131,234,83693,75358,1.30937E-06,0.00017265,HTTP
55,41,187354,345880,3.8768E-06,0.000213888,lime
543,61,57885,96687,1.60956E-05,0.008741676,lime
52,18,385061,720212,1.81342E-06,9.46427E-05,lime
1489,119,11480,47190,8.71098E-05,0.129708771,sftp
54,34,194486,372663,3.12223E-06,0.000169036,lime
1495,73,6522,17890,0.000153294,0.229270526,sftp
57,51,235878,308881,2.21036E-06,0.000127984,lime
404,227,157373,182088,4.1007E-06,0.001660258,lime
1475,169,3410,12440,0.000293202,0.432701224,sftp
87,134,70100,81863,5.41065E-07,4.7253E-05,HTTP
120,219,83693,75358,4.67513E-07,5.62769E-05,HTTP
52,24,43494,160015,1.48909E-05,0.000782571,lime
53,28,134237,281925,4.55035E-06,0.000241836,lime
1457,216,3972,16754,0.000249429,0.363568289,sftp
257,299,136037,130591,1.82658E-07,4.6993E-05,HTTP
55,41,184423,339028,4.04179E-06,0.000223317,lime
543,60,56640,91844,1.65711E-05,0.009001689,lime
224,286,135847,118432,2.14707E-07,4.82925E-05,HTTP
52,18,410595,750493,1.74368E-06,9.09382E-05,lime
1489,119,11557,47516,8.64622E-05,0.128747258,sftp
53,32,189845,357152,3.37404E-06,0.000181016,lime
1495,73,6586,18057,0.000151791,0.227027695,sftp
57,49,241687,320398,2.29672E-06,0.000131352,lime
427,215,142926,168206,4.64198E-06,0.001986417,lime
1475,169,3424,12524,0.000291984,0.430909009,sftp
52,24,47705,164431,1.41778E-05,0.0007453,lime
54,37,129556,267417,4.94294E-06,0.000269325,lime
1457,216,3999,16860,0.000247806,0.361213222,sftp
147,252,79945,71914,1.50103E-05,0.002209019,HTTP
54,38,170158,327007,4.40096E-06,0.000240437,lime
93,125,81140,75787,2.05759E-07,1.92147E-05,HTTP
543,58,57352,92345,1.64538E-05,0.008948485,lime
100,152,73980,81638,1.57699E-05,0.001590502,HTTP
52,17,404582,724272,1.76761E-06,9.20309E-05,lime
1489,119,11638,47780,8.59267E-05,0.127954535,sftp
53,29,182752,336209,3.65456E-06,0.000194613,lime
1495,72,6650,18275,0.000150366,0.224900098,sftp
65,78,241713,313342,2.38079E-06,0.000155347,lime
450,200,133195,160726,5.19483E-06,0.002341318,lime
1475,169,3438,12578,0.000290823,0.429176321,sftp
93,125,81140,75787,2.05448E-07,1.91857E-05,HTTP
52,23,50647,163749,1.37692E-05,0.000722835,lime
53,35,122446,252544,5.407E-06,0.000291773,lime
1457,215,4024,16944,0.000246287,0.359010105,sftp
131,234,79945,71914,1.32094E-06,0.000174176,HTTP
54,35,156753,311787,4.66364E-06,0.000252821,lime
543,57,55879,89182,1.69815E-05,0.009237101,lime
93,142,73980,81638,1.50399E-06,0.000140247,HTTP
52,17,404434,714994,1.73541E-06,9.02773E-05,lime
1489,118,11702,47893,8.54517E-05,0.127261581,sftp
52,27,176435,318163,3.90284E-06,0.000206674,lime
1495,72,6713,18487,0.000148935,0.222766051,sftp
64,76,249859,315657,2.35147E-06,0.000151903,lime
464,188,125426,155982,5.70839E-06,0.002650622,lime
1475,169,3453,12665,0.000289551,0.427273811,sftp
87,134,73980,81638,5.4231E-07,4.73617E-05,HTTP
120,219,79945,71914,4.68864E-07,5.64395E-05,HTTP
1489,118,11769,48109,8.49693E-05,0.126544186,sftp
544,56,54535,85756,1.74723E-05,0.009510219,lime
53,31,174631,307994,4.06391E-06,0.000217389,lime
475,178,120380,149797,6.04299E-06,0.002872266,lime
63,75,247748,315188,2.32649E-06,0.000148761,lime
1457,216,4049,17027,0.00024488,0.356938888,sftp
1495,72,6771,18657,0.000147633,0.220826435,sftp
52,23,53993,164746,1.33168E-05,0.000698361,lime
54,36,156227,307709,4.72573E-06,0.000256871,lime
63,75,389297,688471,1.78323E-06,0.000112491,lime
53,33,116201,242191,5.8947E-06,0.000317617,lime
1475,169,3464,12708,0.000288633,0.425931243,sftp
1489,117,11829,48306,8.45381E-05,0.125911955,sftp
544,56,54016,84199,1.76882E-05,0.009626744,lime
53,30,172506,298164,4.23419E-06,0.000225426,lime
484,169,114218,144690,6.52957E-06,0.00316163,lime
63,72,240476,309435,2.44663E-06,0.000154971,lime
1457,216,4075,17120,0.000243369,0.354716866,sftp
1495,71,6829,18772,0.000146427,0.219032239,sftp
52,22,56687,165390,1.30389E-05,0.000682983,lime
54,34,153240,301406,4.92343E-06,0.000266049,lime
63,77,381532,667226,1.82857E-06,0.000116974,lime
53,32,115810,235439,6.09012E-06,0.000326485,lime
1475,169,3474,12767,0.000287799,0.424703082,sftp
1489,116,11888,48434,8.41155E-05,0.125299915,sftp
544,55,53773,83697,1.72753E-05,0.009407402,lime
53,28,169642,287605,4.39823E-06,0.000233227,lime
493,158,107060,136035,7.11302E-06,0.003511269,lime
62,70,241555,306315,2.44976E-06,0.000153486,lime
1457,216,4096,17218,0.00024218,0.35297059,sftp
1495,70,6883,18908,0.000145226,0.217246647,sftp
52,22,59418,165851,1.27079E-05,0.00066502,lime
53,32,151317,293894,5.03844E-06,0.00027109,lime
63,74,372188,644617,1.86591E-06,0.000117578,lime
53,30,114700,228349,6.29869E-06,0.000336189,lime
1475,169,3485,12788,0.0002868,0.423220188,sftp
1489,115,11949,48652,8.36888E-05,0.124677055,sftp
544,56,53604,84151,1.74151E-05,0.009478921,lime
52,27,169126,280332,4.44447E-06,0.000235079,lime
498,152,103575,132171,7.49255E-06,0.003733889,lime
61,68,241937,299570,2.48034E-06,0.000153666,lime
1457,216,4120,17293,0.000240833,0.350995106,sftp
1495,70,6937,19047,0.000144138,0.215622156,sftp
52,21,61495,163844,1.24999E-05,0.000653455,lime
53,31,147010,285596,5.20176E-06,0.000278703,lime
62,72,360693,629081,1.88821E-06,0.000117642,lime
53,31,115480,222364,6.38597E-06,0.00034165,lime
1475,170,3496,12893,0.000285986,0.421997657,sftp
1489,114,12013,48906,8.32417E-05,0.124021247,sftp
544,57,54259,84466,1.72776E-05,0.009401178,lime
53,28,165799,277682,4.52762E-06,0.000240661,lime
501,148,102585,129367,7.61415E-06,0.003820521,lime
61,66,241155,304858,2.49974E-06,0.000153411,lime
1457,216,4139,17381,0.000239726,0.349380252,sftp
1496,70,6989,19141,0.000143077,0.21404335,sftp
52,21,64477,170196,1.21217E-05,0.000633334,lime
53,32,143451,281966,5.19224E-06,0.000279166,lime
61,69,347927,614139,1.98305E-06,0.000121508,lime
53,30,117537,231637,6.38504E-06,0.000340824,lime
1475,170,3506,12936,0.000285189,0.420815764,sftp
1489,114,12063,49019,8.28923E-05,0.123503295,sftp
544,55,53547,82127,1.75726E-05,0.009567577,lime
53,27,164367,270721,4.599E-06,0.000243762,lime
501,148,103534,129765,7.33458E-06,0.003680159,lime
60,65,240012,300958,2.50072E-06,0.000152333,lime
1457,216,4159,17439,0.000238616,0.347764574,sftp
1496,69,7037,19257,0.000142095,0.212583029,sftp
52,21,67501,171566,1.17386E-05,0.000613001,lime
53,31,144542,276664,5.19272E-06,0.000278506,lime
60,67,342270,601464,1.98957E-06,0.000120909,lime
53,29,118883,227327,6.38399E-06,0.000339953,lime
1475,169,3522,13048,0.000283858,0.418868196,sftp
1490,114,12107,49113,8.25569E-05,0.123012457,sftp
544,55,52537,79978,1.79693E-05,0.009786972,lime
52,26,161139,263048,4.76137E-06,0.000251608,lime
505,143,100443,126221,7.50211E-06,0.003792695,lime
60,65,240012,300958,2.4335E-06,0.000148112,lime
1457,216,4177,17495,0.000237651,0.346353613,sftp
1496,69,7085,19396,0.000141122,0.211129976,sftp
52,20,68761,170041,1.16477E-05,0.000607676,lime
53,30,146266,272653,5.20171E-06,0.000278352,lime
59,64,332580,577478,2.0782E-06,0.000124599,lime
53,28,120154,224002,6.39353E-06,0.000339747,lime
1475,169,3530,13086,0.000283191,0.41788285,sftp
1490,113,12153,49193,8.22841E-05,0.122614466,sftp
544,56,53386,83327,1.77232E-05,0.009649547,lime
52,26,162026,268792,4.80837E-06,0.000253588,lime
507,139,99480,125048,7.62664E-06,0.003873086,lime
60,64,240896,300760,2.36704E-06,0.000143905,lime
1457,217,4197,17567,0.000236556,0.344730273,sftp
1496,69,7132,19494,0.000140206,0.209764586,sftp
52,21,71964,179764,1.12943E-05,0.000590536,lime
53,30,148863,279126,5.1936E-06,0.00027738,lime
59,63,335383,578348,2.08628E-06,0.000124423,lime
53,28,121144,232672,6.3754E-06,0.000338203,lime
1475,169,3539,13133,0.000282504,0.41687828,sftp
1490,114,12203,49338,8.19471E-05,0.122107852,sftp
544,55,53320,82650,1.77062E-05,0.009641008,lime
52,25,161773,265473,4.81412E-06,0.000253514,lime
510,135,97687,121939,7.87914E-06,0.004025926,lime
1457,217,4217,17688,0.000235464,0.343122311,sftp
1496,68,7181,19588,0.000139246,0.208337312,sftp
52,21,69725,176206,1.15526E-05,0.00060311,lime
53,29,150332,276801,5.20598E-06,0.000277498,lime
59,63,334345,577362,2.02332E-06,0.000120464,lime
53,29,122243,230740,6.39919E-06,0.000340701,lime
